Customer ID,Segment_Code_2010,Segment_Code_2011,Segment_2010_Name,Segment_2011_Name
13437,,1.0,New Customer,High-Value Customer
13439,3.0,2.0,Loyal Customer,At-Risk 
13440,2.0,,At-Risk ,Lost Customer
13442,0.0,,Low-Value,Lost Customer
13443,2.0,,At-Risk ,Lost Customer
13446,1.0,,High-Value Customer,Lost Customer
13447,,0.0,New Customer,Low-Value
13448,1.0,1.0,High-Value Customer,High-Value Customer
13450,1.0,1.0,High-Value Customer,High-Value Customer
13451,1.0,1.0,High-Value Customer,High-Value Customer
13452,0.0,2.0,Low-Value,At-Risk 
13453,0.0,2.0,Low-Value,At-Risk 
13455,2.0,0.0,At-Risk ,Low-Value
13456,,1.0,New Customer,High-Value Customer
13458,3.0,-1.0,Loyal Customer,TOP VIP
13461,2.0,3.0,At-Risk ,Loyal Customer
13462,2.0,2.0,At-Risk ,At-Risk 
13464,1.0,2.0,High-Value Customer,At-Risk 
13466,2.0,2.0,At-Risk ,At-Risk 
13468,-1.0,-1.0,TOP VIP,TOP VIP
13471,,1.0,New Customer,High-Value Customer
13473,2.0,2.0,At-Risk ,At-Risk 
13474,0.0,2.0,Low-Value,At-Risk 
13475,,3.0,New Customer,Loyal Customer
13476,2.0,3.0,At-Risk ,Loyal Customer
13477,2.0,3.0,At-Risk ,Loyal Customer
13478,2.0,,At-Risk ,Lost Customer
13479,0.0,2.0,Low-Value,At-Risk 
13481,1.0,3.0,High-Value Customer,Loyal Customer
13484,3.0,2.0,Loyal Customer,At-Risk 
13485,1.0,2.0,High-Value Customer,At-Risk 
13486,,3.0,New Customer,Loyal Customer
13487,0.0,3.0,Low-Value,Loyal Customer
13488,1.0,-1.0,High-Value Customer,TOP VIP
13489,,3.0,New Customer,Loyal Customer
13491,1.0,1.0,High-Value Customer,High-Value Customer
13492,,3.0,New Customer,Loyal Customer
13495,1.0,1.0,High-Value Customer,High-Value Customer
13497,2.0,2.0,At-Risk ,At-Risk 
13499,,0.0,New Customer,Low-Value
13500,0.0,0.0,Low-Value,Low-Value
13501,2.0,2.0,At-Risk ,At-Risk 
13502,0.0,0.0,Low-Value,Low-Value
13503,2.0,2.0,At-Risk ,At-Risk 
13505,,3.0,New Customer,Loyal Customer
13506,3.0,2.0,Loyal Customer,At-Risk 
13507,,1.0,New Customer,High-Value Customer
13509,0.0,1.0,Low-Value,High-Value Customer
13510,1.0,0.0,High-Value Customer,Low-Value
13512,3.0,2.0,Loyal Customer,At-Risk 
13513,0.0,2.0,Low-Value,At-Risk 
13514,2.0,2.0,At-Risk ,At-Risk 
13515,0.0,3.0,Low-Value,Loyal Customer
13516,0.0,0.0,Low-Value,Low-Value
13517,,3.0,New Customer,Loyal Customer
13520,2.0,3.0,At-Risk ,Loyal Customer
13521,,0.0,New Customer,Low-Value
13523,0.0,1.0,Low-Value,High-Value Customer
13524,,3.0,New Customer,Loyal Customer
13527,2.0,1.0,At-Risk ,High-Value Customer
13531,2.0,2.0,At-Risk ,At-Risk 
13533,,2.0,New Customer,At-Risk 
13534,1.0,-1.0,High-Value Customer,TOP VIP
13536,,1.0,New Customer,High-Value Customer
13538,2.0,3.0,At-Risk ,Loyal Customer
13539,2.0,3.0,At-Risk ,Loyal Customer
13540,2.0,,At-Risk ,Lost Customer
13542,1.0,,High-Value Customer,Lost Customer
13544,2.0,2.0,At-Risk ,At-Risk 
13546,3.0,0.0,Loyal Customer,Low-Value
13548,0.0,2.0,Low-Value,At-Risk 
13549,0.0,1.0,Low-Value,High-Value Customer
13552,1.0,1.0,High-Value Customer,High-Value Customer
13554,1.0,,High-Value Customer,Lost Customer
13555,1.0,3.0,High-Value Customer,Loyal Customer
13557,1.0,0.0,High-Value Customer,Low-Value
13558,,0.0,New Customer,Low-Value
13561,1.0,2.0,High-Value Customer,At-Risk 
13562,1.0,3.0,High-Value Customer,Loyal Customer
13564,-1.0,3.0,TOP VIP,Loyal Customer
13565,0.0,2.0,Low-Value,At-Risk 
13566,2.0,3.0,At-Risk ,Loyal Customer
13567,2.0,,At-Risk ,Lost Customer
13569,3.0,0.0,Loyal Customer,Low-Value
13571,1.0,1.0,High-Value Customer,High-Value Customer
13573,3.0,2.0,Loyal Customer,At-Risk 
13575,,0.0,New Customer,Low-Value
13576,1.0,-1.0,High-Value Customer,TOP VIP
13577,1.0,3.0,High-Value Customer,Loyal Customer
13579,2.0,0.0,At-Risk ,Low-Value
13584,0.0,2.0,Low-Value,At-Risk 
13585,2.0,,At-Risk ,Lost Customer
13587,2.0,2.0,At-Risk ,At-Risk 
13588,,1.0,New Customer,High-Value Customer
13589,2.0,0.0,At-Risk ,Low-Value
13590,1.0,1.0,High-Value Customer,High-Value Customer
13591,2.0,3.0,At-Risk ,Loyal Customer
13592,,2.0,New Customer,At-Risk 
13593,1.0,3.0,High-Value Customer,Loyal Customer
13595,2.0,,At-Risk ,Lost Customer
13598,2.0,2.0,At-Risk ,At-Risk 
13599,1.0,-1.0,High-Value Customer,TOP VIP
13601,0.0,2.0,Low-Value,At-Risk 
13602,3.0,2.0,Loyal Customer,At-Risk 
13606,,2.0,New Customer,At-Risk 
13610,1.0,1.0,High-Value Customer,High-Value Customer
13611,1.0,3.0,High-Value Customer,Loyal Customer
13613,2.0,,At-Risk ,Lost Customer
13614,3.0,3.0,Loyal Customer,Loyal Customer
13615,1.0,2.0,High-Value Customer,At-Risk 
13617,2.0,0.0,At-Risk ,Low-Value
13623,1.0,3.0,High-Value Customer,Loyal Customer
13627,0.0,3.0,Low-Value,Loyal Customer
13629,1.0,1.0,High-Value Customer,High-Value Customer
13630,,1.0,New Customer,High-Value Customer
13631,,1.0,New Customer,High-Value Customer
13632,2.0,1.0,At-Risk ,High-Value Customer
13634,1.0,3.0,High-Value Customer,Loyal Customer
13635,2.0,2.0,At-Risk ,At-Risk 
13636,,3.0,New Customer,Loyal Customer
13637,,3.0,New Customer,Loyal Customer
13641,2.0,,At-Risk ,Lost Customer
13642,0.0,2.0,Low-Value,At-Risk 
13643,1.0,0.0,High-Value Customer,Low-Value
13644,,1.0,New Customer,High-Value Customer
13647,2.0,0.0,At-Risk ,Low-Value
13648,1.0,,High-Value Customer,Lost Customer
13649,2.0,2.0,At-Risk ,At-Risk 
13650,3.0,1.0,Loyal Customer,High-Value Customer
13652,2.0,3.0,At-Risk ,Loyal Customer
13654,1.0,1.0,High-Value Customer,High-Value Customer
13655,3.0,3.0,Loyal Customer,Loyal Customer
13656,0.0,2.0,Low-Value,At-Risk 
13658,1.0,1.0,High-Value Customer,High-Value Customer
13659,1.0,3.0,High-Value Customer,Loyal Customer
13662,1.0,3.0,High-Value Customer,Loyal Customer
13663,3.0,2.0,Loyal Customer,At-Risk 
13665,3.0,,Loyal Customer,Lost Customer
13666,0.0,2.0,Low-Value,At-Risk 
13668,1.0,-1.0,High-Value Customer,TOP VIP
13669,0.0,2.0,Low-Value,At-Risk 
13672,0.0,2.0,Low-Value,At-Risk 
13679,0.0,,Low-Value,Lost Customer
13680,1.0,1.0,High-Value Customer,High-Value Customer
13681,,0.0,New Customer,Low-Value
13684,3.0,2.0,Loyal Customer,At-Risk 
13685,,1.0,New Customer,High-Value Customer
13686,3.0,2.0,Loyal Customer,At-Risk 
13692,2.0,3.0,At-Risk ,Loyal Customer
13693,1.0,,High-Value Customer,Lost Customer
13694,-1.0,-1.0,TOP VIP,TOP VIP
13695,0.0,1.0,Low-Value,High-Value Customer
13696,2.0,,At-Risk ,Lost Customer
13700,0.0,1.0,Low-Value,High-Value Customer
13704,,1.0,New Customer,High-Value Customer
13705,2.0,0.0,At-Risk ,Low-Value
13707,2.0,2.0,At-Risk ,At-Risk 
13709,2.0,-1.0,At-Risk ,TOP VIP
13710,0.0,2.0,Low-Value,At-Risk 
13711,2.0,2.0,At-Risk ,At-Risk 
13713,2.0,,At-Risk ,Lost Customer
13715,1.0,3.0,High-Value Customer,Loyal Customer
13717,0.0,3.0,Low-Value,Loyal Customer
13719,1.0,0.0,High-Value Customer,Low-Value
13720,,3.0,New Customer,Loyal Customer
13722,1.0,3.0,High-Value Customer,Loyal Customer
13723,3.0,2.0,Loyal Customer,At-Risk 
13725,,1.0,New Customer,High-Value Customer
13727,2.0,2.0,At-Risk ,At-Risk 
13728,1.0,3.0,High-Value Customer,Loyal Customer
13729,2.0,,At-Risk ,Lost Customer
13734,2.0,,At-Risk ,Lost Customer
13735,1.0,3.0,High-Value Customer,Loyal Customer
13736,2.0,0.0,At-Risk ,Low-Value
13740,2.0,2.0,At-Risk ,At-Risk 
13741,,3.0,New Customer,Loyal Customer
13742,,1.0,New Customer,High-Value Customer
13743,,1.0,New Customer,High-Value Customer
13748,3.0,3.0,Loyal Customer,Loyal Customer
13750,1.0,3.0,High-Value Customer,Loyal Customer
13752,0.0,3.0,Low-Value,Loyal Customer
13753,2.0,2.0,At-Risk ,At-Risk 
13754,0.0,2.0,Low-Value,At-Risk 
13755,,1.0,New Customer,High-Value Customer
13756,1.0,-1.0,High-Value Customer,TOP VIP
13758,1.0,1.0,High-Value Customer,High-Value Customer
13760,2.0,2.0,At-Risk ,At-Risk 
13761,2.0,3.0,At-Risk ,Loyal Customer
13762,2.0,2.0,At-Risk ,At-Risk 
13763,2.0,3.0,At-Risk ,Loyal Customer
13764,2.0,3.0,At-Risk ,Loyal Customer
13767,-1.0,-1.0,TOP VIP,TOP VIP
13769,1.0,1.0,High-Value Customer,High-Value Customer
13770,2.0,,At-Risk ,Lost Customer
13771,2.0,3.0,At-Risk ,Loyal Customer
13772,2.0,3.0,At-Risk ,Loyal Customer
13777,-1.0,-1.0,TOP VIP,TOP VIP
13778,2.0,2.0,At-Risk ,At-Risk 
13780,0.0,0.0,Low-Value,Low-Value
13781,0.0,2.0,Low-Value,At-Risk 
13782,2.0,0.0,At-Risk ,Low-Value
13783,2.0,,At-Risk ,Lost Customer
13784,0.0,1.0,Low-Value,High-Value Customer
13785,2.0,,At-Risk ,Lost Customer
13786,1.0,2.0,High-Value Customer,At-Risk 
13787,2.0,2.0,At-Risk ,At-Risk 
13792,0.0,2.0,Low-Value,At-Risk 
13795,3.0,,Loyal Customer,Lost Customer
13797,2.0,,At-Risk ,Lost Customer
13798,-1.0,-1.0,TOP VIP,TOP VIP
13799,2.0,2.0,At-Risk ,At-Risk 
13800,2.0,2.0,At-Risk ,At-Risk 
13802,-1.0,3.0,TOP VIP,Loyal Customer
13803,2.0,2.0,At-Risk ,At-Risk 
13804,0.0,1.0,Low-Value,High-Value Customer
13807,0.0,2.0,Low-Value,At-Risk 
13808,,1.0,New Customer,High-Value Customer
13809,0.0,2.0,Low-Value,At-Risk 
13812,,2.0,New Customer,At-Risk 
13813,2.0,3.0,At-Risk ,Loyal Customer
13814,0.0,3.0,Low-Value,Loyal Customer
13815,2.0,1.0,At-Risk ,High-Value Customer
13819,2.0,3.0,At-Risk ,Loyal Customer
13820,2.0,,At-Risk ,Lost Customer
13821,3.0,2.0,Loyal Customer,At-Risk 
13823,1.0,0.0,High-Value Customer,Low-Value
13824,1.0,3.0,High-Value Customer,Loyal Customer
13827,,2.0,New Customer,At-Risk 
13831,1.0,1.0,High-Value Customer,High-Value Customer
13835,0.0,0.0,Low-Value,Low-Value
13838,2.0,0.0,At-Risk ,Low-Value
13842,1.0,1.0,High-Value Customer,High-Value Customer
13846,0.0,0.0,Low-Value,Low-Value
13848,2.0,3.0,At-Risk ,Loyal Customer
13849,2.0,3.0,At-Risk ,Loyal Customer
13851,1.0,3.0,High-Value Customer,Loyal Customer
13854,1.0,-1.0,High-Value Customer,TOP VIP
13855,2.0,,At-Risk ,Lost Customer
13856,2.0,2.0,At-Risk ,At-Risk 
13857,1.0,,High-Value Customer,Lost Customer
13860,,0.0,New Customer,Low-Value
13862,0.0,1.0,Low-Value,High-Value Customer
13863,2.0,2.0,At-Risk ,At-Risk 
13865,,3.0,New Customer,Loyal Customer
13867,,3.0,New Customer,Loyal Customer
13869,1.0,3.0,High-Value Customer,Loyal Customer
13870,1.0,1.0,High-Value Customer,High-Value Customer
13871,2.0,-1.0,At-Risk ,TOP VIP
13872,2.0,,At-Risk ,Lost Customer
13873,3.0,2.0,Loyal Customer,At-Risk 
13874,2.0,2.0,At-Risk ,At-Risk 
13875,1.0,3.0,High-Value Customer,Loyal Customer
13877,0.0,2.0,Low-Value,At-Risk 
13878,2.0,2.0,At-Risk ,At-Risk 
13880,2.0,1.0,At-Risk ,High-Value Customer
13881,-1.0,-1.0,TOP VIP,TOP VIP
13882,,0.0,New Customer,Low-Value
13883,1.0,1.0,High-Value Customer,High-Value Customer
13884,3.0,0.0,Loyal Customer,Low-Value
13888,2.0,2.0,At-Risk ,At-Risk 
13889,1.0,2.0,High-Value Customer,At-Risk 
13890,3.0,1.0,Loyal Customer,High-Value Customer
13891,3.0,,Loyal Customer,Lost Customer
13892,0.0,0.0,Low-Value,Low-Value
13894,,0.0,New Customer,Low-Value
13895,2.0,3.0,At-Risk ,Loyal Customer
13897,0.0,2.0,Low-Value,At-Risk 
13900,3.0,3.0,Loyal Customer,Loyal Customer
13901,1.0,3.0,High-Value Customer,Loyal Customer
13902,2.0,,At-Risk ,Lost Customer
13908,,3.0,New Customer,Loyal Customer
13911,1.0,1.0,High-Value Customer,High-Value Customer
13916,2.0,,At-Risk ,Lost Customer
13919,0.0,2.0,Low-Value,At-Risk 
13920,2.0,,At-Risk ,Lost Customer
13921,2.0,,At-Risk ,Lost Customer
13922,0.0,2.0,Low-Value,At-Risk 
13924,,1.0,New Customer,High-Value Customer
13925,,3.0,New Customer,Loyal Customer
13928,,0.0,New Customer,Low-Value
13929,1.0,2.0,High-Value Customer,At-Risk 
13931,1.0,3.0,High-Value Customer,Loyal Customer
13935,2.0,,At-Risk ,Lost Customer
13936,3.0,2.0,Loyal Customer,At-Risk 
13939,2.0,0.0,At-Risk ,Low-Value
13940,,0.0,New Customer,Low-Value
13941,1.0,1.0,High-Value Customer,High-Value Customer
13946,3.0,3.0,Loyal Customer,Loyal Customer
13948,0.0,2.0,Low-Value,At-Risk 
13949,,1.0,New Customer,High-Value Customer
13950,,0.0,New Customer,Low-Value
13951,,3.0,New Customer,Loyal Customer
13952,1.0,3.0,High-Value Customer,Loyal Customer
13953,2.0,1.0,At-Risk ,High-Value Customer
13955,3.0,2.0,Loyal Customer,At-Risk 
13956,,0.0,New Customer,Low-Value
13957,0.0,,Low-Value,Lost Customer
13958,1.0,,High-Value Customer,Lost Customer
13959,0.0,3.0,Low-Value,Loyal Customer
13962,0.0,2.0,Low-Value,At-Risk 
13963,1.0,3.0,High-Value Customer,Loyal Customer
13965,2.0,,At-Risk ,Lost Customer
13969,1.0,-1.0,High-Value Customer,TOP VIP
13971,2.0,1.0,At-Risk ,High-Value Customer
13975,1.0,1.0,High-Value Customer,High-Value Customer
13976,2.0,2.0,At-Risk ,At-Risk 
13979,1.0,2.0,High-Value Customer,At-Risk 
13980,2.0,2.0,At-Risk ,At-Risk 
13982,2.0,3.0,At-Risk ,Loyal Customer
13983,1.0,1.0,High-Value Customer,High-Value Customer
13984,1.0,3.0,High-Value Customer,Loyal Customer
13985,1.0,-1.0,High-Value Customer,TOP VIP
13988,3.0,1.0,Loyal Customer,High-Value Customer
13989,2.0,3.0,At-Risk ,Loyal Customer
13991,,0.0,New Customer,Low-Value
13992,0.0,2.0,Low-Value,At-Risk 
13993,1.0,1.0,High-Value Customer,High-Value Customer
13994,,1.0,New Customer,High-Value Customer
13995,1.0,1.0,High-Value Customer,High-Value Customer
13997,0.0,,Low-Value,Lost Customer
13998,0.0,,Low-Value,Lost Customer
13999,-1.0,1.0,TOP VIP,High-Value Customer
14000,2.0,2.0,At-Risk ,At-Risk 
14001,1.0,3.0,High-Value Customer,Loyal Customer
14004,2.0,1.0,At-Risk ,High-Value Customer
14005,,1.0,New Customer,High-Value Customer
14006,2.0,3.0,At-Risk ,Loyal Customer
14009,0.0,2.0,Low-Value,At-Risk 
14013,3.0,2.0,Loyal Customer,At-Risk 
14014,3.0,2.0,Loyal Customer,At-Risk 
14016,1.0,3.0,High-Value Customer,Loyal Customer
14019,,3.0,New Customer,Loyal Customer
14020,0.0,0.0,Low-Value,Low-Value
14021,3.0,3.0,Loyal Customer,Loyal Customer
14024,0.0,2.0,Low-Value,At-Risk 
14025,2.0,,At-Risk ,Lost Customer
14028,2.0,,At-Risk ,Lost Customer
14030,1.0,1.0,High-Value Customer,High-Value Customer
14031,-1.0,-1.0,TOP VIP,TOP VIP
14032,1.0,1.0,High-Value Customer,High-Value Customer
14034,,0.0,New Customer,Low-Value
14035,2.0,3.0,At-Risk ,Loyal Customer
14037,2.0,2.0,At-Risk ,At-Risk 
14038,2.0,3.0,At-Risk ,Loyal Customer
14040,-1.0,1.0,TOP VIP,High-Value Customer
14044,2.0,0.0,At-Risk ,Low-Value
14045,1.0,3.0,High-Value Customer,Loyal Customer
14047,1.0,1.0,High-Value Customer,High-Value Customer
14048,3.0,2.0,Loyal Customer,At-Risk 
14049,1.0,1.0,High-Value Customer,High-Value Customer
14051,1.0,-1.0,High-Value Customer,TOP VIP
14053,0.0,2.0,Low-Value,At-Risk 
14055,0.0,2.0,Low-Value,At-Risk 
14056,,-1.0,New Customer,TOP VIP
14057,1.0,-1.0,High-Value Customer,TOP VIP
14060,1.0,-1.0,High-Value Customer,TOP VIP
14061,2.0,,At-Risk ,Lost Customer
14062,1.0,1.0,High-Value Customer,High-Value Customer
14063,2.0,,At-Risk ,Lost Customer
14064,1.0,3.0,High-Value Customer,Loyal Customer
14065,3.0,,Loyal Customer,Lost Customer
14068,2.0,2.0,At-Risk ,At-Risk 
14071,,1.0,New Customer,High-Value Customer
14075,0.0,0.0,Low-Value,Low-Value
14077,0.0,3.0,Low-Value,Loyal Customer
14078,0.0,3.0,Low-Value,Loyal Customer
14080,2.0,2.0,At-Risk ,At-Risk 
14081,1.0,3.0,High-Value Customer,Loyal Customer
14083,0.0,1.0,Low-Value,High-Value Customer
14085,1.0,1.0,High-Value Customer,High-Value Customer
14087,0.0,0.0,Low-Value,Low-Value
14088,1.0,-1.0,High-Value Customer,TOP VIP
14092,1.0,1.0,High-Value Customer,High-Value Customer
14096,,-1.0,New Customer,TOP VIP
14099,1.0,1.0,High-Value Customer,High-Value Customer
14101,1.0,3.0,High-Value Customer,Loyal Customer
14102,,0.0,New Customer,Low-Value
14104,3.0,2.0,Loyal Customer,At-Risk 
14105,2.0,2.0,At-Risk ,At-Risk 
14107,2.0,1.0,At-Risk ,High-Value Customer
14108,0.0,2.0,Low-Value,At-Risk 
14110,1.0,1.0,High-Value Customer,High-Value Customer
14111,,0.0,New Customer,Low-Value
14112,2.0,1.0,At-Risk ,High-Value Customer
14113,1.0,0.0,High-Value Customer,Low-Value
14114,2.0,2.0,At-Risk ,At-Risk 
14116,,1.0,New Customer,High-Value Customer
14121,,1.0,New Customer,High-Value Customer
14122,0.0,,Low-Value,Lost Customer
14125,,0.0,New Customer,Low-Value
14126,0.0,0.0,Low-Value,Low-Value
14127,3.0,3.0,Loyal Customer,Loyal Customer
14128,0.0,2.0,Low-Value,At-Risk 
14129,2.0,0.0,At-Risk ,Low-Value
14130,3.0,2.0,Loyal Customer,At-Risk 
14132,,1.0,New Customer,High-Value Customer
14133,0.0,3.0,Low-Value,Loyal Customer
14134,-1.0,,TOP VIP,Lost Customer
14135,1.0,1.0,High-Value Customer,High-Value Customer
14136,2.0,,At-Risk ,Lost Customer
14139,2.0,2.0,At-Risk ,At-Risk 
14141,,0.0,New Customer,Low-Value
14145,2.0,3.0,At-Risk ,Loyal Customer
14146,1.0,1.0,High-Value Customer,High-Value Customer
14147,1.0,2.0,High-Value Customer,At-Risk 
14152,1.0,2.0,High-Value Customer,At-Risk 
14154,1.0,3.0,High-Value Customer,Loyal Customer
14156,-1.0,-1.0,TOP VIP,TOP VIP
14157,3.0,0.0,Loyal Customer,Low-Value
14159,1.0,1.0,High-Value Customer,High-Value Customer
14160,2.0,,At-Risk ,Lost Customer
14161,2.0,3.0,At-Risk ,Loyal Customer
14163,0.0,3.0,Low-Value,Loyal Customer
14167,2.0,3.0,At-Risk ,Loyal Customer
14170,3.0,,Loyal Customer,Lost Customer
14172,0.0,,Low-Value,Lost Customer
14173,0.0,0.0,Low-Value,Low-Value
14175,2.0,3.0,At-Risk ,Loyal Customer
14176,0.0,3.0,Low-Value,Loyal Customer
14177,1.0,3.0,High-Value Customer,Loyal Customer
14178,,1.0,New Customer,High-Value Customer
14180,1.0,1.0,High-Value Customer,High-Value Customer
14182,2.0,,At-Risk ,Lost Customer
14186,2.0,,At-Risk ,Lost Customer
14188,,1.0,New Customer,High-Value Customer
14189,3.0,1.0,Loyal Customer,High-Value Customer
14191,0.0,1.0,Low-Value,High-Value Customer
14193,0.0,3.0,Low-Value,Loyal Customer
14194,-1.0,-1.0,TOP VIP,TOP VIP
14195,2.0,3.0,At-Risk ,Loyal Customer
14198,2.0,0.0,At-Risk ,Low-Value
14199,2.0,2.0,At-Risk ,At-Risk 
14201,0.0,3.0,Low-Value,Loyal Customer
14202,3.0,,Loyal Customer,Lost Customer
14204,2.0,0.0,At-Risk ,Low-Value
14205,1.0,0.0,High-Value Customer,Low-Value
14206,3.0,2.0,Loyal Customer,At-Risk 
14209,1.0,1.0,High-Value Customer,High-Value Customer
14210,1.0,3.0,High-Value Customer,Loyal Customer
14211,1.0,1.0,High-Value Customer,High-Value Customer
14214,,3.0,New Customer,Loyal Customer
14215,2.0,1.0,At-Risk ,High-Value Customer
14216,0.0,0.0,Low-Value,Low-Value
14217,1.0,1.0,High-Value Customer,High-Value Customer
14219,0.0,2.0,Low-Value,At-Risk 
14220,2.0,2.0,At-Risk ,At-Risk 
14221,2.0,1.0,At-Risk ,High-Value Customer
14223,,3.0,New Customer,Loyal Customer
14224,3.0,3.0,Loyal Customer,Loyal Customer
14225,2.0,,At-Risk ,Lost Customer
14226,0.0,1.0,Low-Value,High-Value Customer
14227,2.0,1.0,At-Risk ,High-Value Customer
14228,2.0,,At-Risk ,Lost Customer
14229,2.0,3.0,At-Risk ,Loyal Customer
14230,2.0,,At-Risk ,Lost Customer
14231,0.0,3.0,Low-Value,Loyal Customer
14232,,3.0,New Customer,Loyal Customer
14233,2.0,3.0,At-Risk ,Loyal Customer
14234,,0.0,New Customer,Low-Value
14235,2.0,3.0,At-Risk ,Loyal Customer
14236,2.0,2.0,At-Risk ,At-Risk 
14238,0.0,2.0,Low-Value,At-Risk 
14239,1.0,1.0,High-Value Customer,High-Value Customer
14240,0.0,0.0,Low-Value,Low-Value
14243,1.0,1.0,High-Value Customer,High-Value Customer
14246,,3.0,New Customer,Loyal Customer
14247,2.0,2.0,At-Risk ,At-Risk 
14248,0.0,2.0,Low-Value,At-Risk 
14249,1.0,,High-Value Customer,Lost Customer
14250,,0.0,New Customer,Low-Value
14251,,1.0,New Customer,High-Value Customer
14256,2.0,3.0,At-Risk ,Loyal Customer
14257,1.0,3.0,High-Value Customer,Loyal Customer
14258,-1.0,1.0,TOP VIP,High-Value Customer
14260,2.0,,At-Risk ,Lost Customer
14262,,1.0,New Customer,High-Value Customer
14264,3.0,2.0,Loyal Customer,At-Risk 
14265,0.0,2.0,Low-Value,At-Risk 
14267,,3.0,New Customer,Loyal Customer
14272,0.0,2.0,Low-Value,At-Risk 
14273,,3.0,New Customer,Loyal Customer
14275,1.0,,High-Value Customer,Lost Customer
14276,2.0,3.0,At-Risk ,Loyal Customer
14277,1.0,1.0,High-Value Customer,High-Value Customer
14282,1.0,1.0,High-Value Customer,High-Value Customer
14283,2.0,,At-Risk ,Lost Customer
14284,0.0,2.0,Low-Value,At-Risk 
14285,2.0,3.0,At-Risk ,Loyal Customer
14286,2.0,3.0,At-Risk ,Loyal Customer
14287,,0.0,New Customer,Low-Value
14289,,0.0,New Customer,Low-Value
14290,2.0,1.0,At-Risk ,High-Value Customer
14291,1.0,1.0,High-Value Customer,High-Value Customer
14292,1.0,1.0,High-Value Customer,High-Value Customer
14293,1.0,0.0,High-Value Customer,Low-Value
14295,2.0,2.0,At-Risk ,At-Risk 
14297,,0.0,New Customer,Low-Value
14298,-1.0,-1.0,TOP VIP,TOP VIP
14299,-1.0,1.0,TOP VIP,High-Value Customer
14301,2.0,2.0,At-Risk ,At-Risk 
14302,2.0,,At-Risk ,Lost Customer
14304,3.0,2.0,Loyal Customer,At-Risk 
14305,,3.0,New Customer,Loyal Customer
14306,3.0,3.0,Loyal Customer,Loyal Customer
14307,2.0,3.0,At-Risk ,Loyal Customer
14309,2.0,1.0,At-Risk ,High-Value Customer
14312,3.0,3.0,Loyal Customer,Loyal Customer
14315,0.0,3.0,Low-Value,Loyal Customer
14316,2.0,,At-Risk ,Lost Customer
14320,2.0,2.0,At-Risk ,At-Risk 
14321,0.0,1.0,Low-Value,High-Value Customer
14322,2.0,,At-Risk ,Lost Customer
14326,0.0,2.0,Low-Value,At-Risk 
14327,1.0,2.0,High-Value Customer,At-Risk 
14329,1.0,1.0,High-Value Customer,High-Value Customer
14332,3.0,0.0,Loyal Customer,Low-Value
14334,2.0,1.0,At-Risk ,High-Value Customer
14336,,0.0,New Customer,Low-Value
14338,0.0,2.0,Low-Value,At-Risk 
14341,1.0,1.0,High-Value Customer,High-Value Customer
14342,0.0,0.0,Low-Value,Low-Value
14343,2.0,,At-Risk ,Lost Customer
14344,1.0,3.0,High-Value Customer,Loyal Customer
14346,2.0,3.0,At-Risk ,Loyal Customer
14350,3.0,2.0,Loyal Customer,At-Risk 
14352,,3.0,New Customer,Loyal Customer
14353,0.0,2.0,Low-Value,At-Risk 
14355,0.0,2.0,Low-Value,At-Risk 
14359,,0.0,New Customer,Low-Value
14360,,3.0,New Customer,Loyal Customer
14364,,3.0,New Customer,Loyal Customer
14367,,-1.0,New Customer,TOP VIP
14370,2.0,,At-Risk ,Lost Customer
14375,0.0,2.0,Low-Value,At-Risk 
14379,3.0,2.0,Loyal Customer,At-Risk 
14383,,3.0,New Customer,Loyal Customer
14385,,0.0,New Customer,Low-Value
14387,,3.0,New Customer,Loyal Customer
14388,1.0,1.0,High-Value Customer,High-Value Customer
14389,2.0,3.0,At-Risk ,Loyal Customer
14390,3.0,1.0,Loyal Customer,High-Value Customer
14395,1.0,1.0,High-Value Customer,High-Value Customer
14396,2.0,2.0,At-Risk ,At-Risk 
14397,,1.0,New Customer,High-Value Customer
14399,1.0,,High-Value Customer,Lost Customer
14400,2.0,2.0,At-Risk ,At-Risk 
14401,1.0,1.0,High-Value Customer,High-Value Customer
14403,0.0,3.0,Low-Value,Loyal Customer
14404,2.0,3.0,At-Risk ,Loyal Customer
14407,,3.0,New Customer,Loyal Customer
14408,2.0,1.0,At-Risk ,High-Value Customer
14409,3.0,3.0,Loyal Customer,Loyal Customer
14410,3.0,3.0,Loyal Customer,Loyal Customer
14412,0.0,2.0,Low-Value,At-Risk 
14413,0.0,2.0,Low-Value,At-Risk 
14414,3.0,3.0,Loyal Customer,Loyal Customer
14415,1.0,-1.0,High-Value Customer,TOP VIP
14418,,0.0,New Customer,Low-Value
14419,0.0,1.0,Low-Value,High-Value Customer
14420,2.0,2.0,At-Risk ,At-Risk 
14421,2.0,2.0,At-Risk ,At-Risk 
14422,1.0,1.0,High-Value Customer,High-Value Customer
14423,0.0,2.0,Low-Value,At-Risk 
14425,2.0,,At-Risk ,Lost Customer
14426,1.0,1.0,High-Value Customer,High-Value Customer
14427,2.0,2.0,At-Risk ,At-Risk 
14428,,0.0,New Customer,Low-Value
14430,2.0,,At-Risk ,Lost Customer
14431,3.0,2.0,Loyal Customer,At-Risk 
14432,,1.0,New Customer,High-Value Customer
14434,,1.0,New Customer,High-Value Customer
14437,2.0,2.0,At-Risk ,At-Risk 
14439,2.0,3.0,At-Risk ,Loyal Customer
