Customer ID,R_2010,F_2010,M_2010,R_2011,F_2011,M_2011
13294,302.0,1.0,815.79,189.0,2.0,873.74
13295,15.0,4.0,1101.97,,0.0,0.0
13296,79.0,5.0,705.11,136.0,1.0,87.4
13297,41.0,3.0,2278.77,7.0,4.0,2089.85
13299,79.0,2.0,1076.2,267.0,1.0,142.5
13300,44.0,2.0,913.62,168.0,1.0,371.89
13301,,0.0,0.0,103.0,4.0,600.19
13304,7.0,4.0,1217.99,,0.0,0.0
13305,28.0,7.0,1751.75,3.0,9.0,1864.66
13307,143.0,2.0,258.34,119.0,1.0,15.0
13308,252.0,1.0,284.86,22.0,3.0,1385.51
13309,48.0,1.0,249.58,6.0,5.0,1456.79
13310,36.0,2.0,409.17,27.0,3.0,1132.03
13313,135.0,7.0,1890.0,21.0,5.0,1555.32
13314,,0.0,0.0,1.0,3.0,775.94
13316,48.0,6.0,7207.89,36.0,4.0,5732.93
13317,14.0,15.0,4450.46,65.0,4.0,2035.63
13318,,0.0,0.0,0.0,3.0,640.76
13319,10.0,36.0,12028.75,4.0,22.0,9294.47
13320,90.0,2.0,679.4,77.0,4.0,1532.2
13323,,0.0,0.0,2.0,5.0,787.85
13324,16.0,9.0,4041.62,35.0,9.0,6471.849999999999
13327,21.0,13.0,6170.1,38.0,6.0,2882.77
13329,22.0,7.0,4323.97,31.0,1.0,484.79999999999995
13330,111.0,3.0,1655.17,92.0,3.0,1140.93
13333,67.0,3.0,1015.74,,0.0,0.0
13334,192.0,2.0,2699.48,81.0,3.0,3502.32
13338,197.0,3.0,1908.6,157.0,1.0,437.02
13340,73.0,5.0,11364.08,44.0,7.0,10736.48
13344,,0.0,0.0,67.0,3.0,2511.69
13346,118.0,6.0,299.4,,0.0,0.0
13357,150.0,4.0,3185.61,256.0,1.0,609.4
13360,87.0,4.0,1503.65,,0.0,0.0
13362,34.0,3.0,2303.33,8.0,4.0,3090.7400000000002
13363,65.0,1.0,731.36,17.0,2.0,892.5
13368,70.0,2.0,448.1,256.0,2.0,573.4
13373,71.0,3.0,4274.94,60.0,3.0,3312.25
13376,,0.0,0.0,98.0,3.0,869.76
13379,,0.0,0.0,25.0,3.0,572.56
13381,35.0,6.0,4585.06,31.0,6.0,3639.31
13382,84.0,4.0,1164.59,280.0,1.0,222.99
13384,46.0,4.0,2528.9,30.0,7.0,4151.93
13388,259.0,1.0,508.55,130.0,2.0,677.1
13389,,0.0,0.0,10.0,3.0,797.96
13393,239.0,4.0,1131.45,,0.0,0.0
13394,35.0,11.0,4101.68,1.0,8.0,2520.02
13395,56.0,2.0,872.51,184.0,1.0,307.72
13397,93.0,5.0,1647.74,72.0,5.0,1544.13
13399,120.0,3.0,275.4,,0.0,0.0
13402,28.0,3.0,913.9000000000001,126.0,1.0,312.95
13403,43.0,2.0,154.5,17.0,1.0,75.0
13405,137.0,3.0,641.36,203.0,2.0,557.45
13407,234.0,3.0,2244.7,,0.0,0.0
13408,14.0,49.0,25088.94,1.0,57.0,25085.84
13410,49.0,4.0,1198.9,23.0,5.0,1003.06
13413,295.0,6.0,429.44,,0.0,0.0
13414,119.0,3.0,1103.64,133.0,3.0,1390.5
13415,128.0,4.0,784.17,,0.0,0.0
13416,392.0,1.0,228.3,43.0,2.0,712.5
13417,203.0,4.0,1028.66,4.0,2.0,640.83
13418,15.0,18.0,7011.85,11.0,13.0,4547.81
13421,62.0,6.0,2225.04,39.0,2.0,1823.21
13425,164.0,2.0,1766.22,107.0,3.0,1624.21
13426,15.0,13.0,4863.04,0.0,9.0,3304.34
13427,133.0,3.0,423.93,18.0,3.0,582.6
13428,170.0,2.0,276.76,9.0,1.0,201.78
13429,,0.0,0.0,10.0,4.0,1006.8
13431,62.0,6.0,2047.14,66.0,2.0,1269.1
13433,157.0,4.0,658.3199999999999,,0.0,0.0
13434,41.0,3.0,1132.6200000000001,73.0,2.0,534.24
13435,32.0,2.0,637.44,4.0,7.0,3809.8900000000003
13437,,0.0,0.0,13.0,7.0,3408.06
13439,44.0,2.0,702.9,254.0,1.0,283.71
13440,79.0,7.0,1295.25,,0.0,0.0
13442,323.0,3.0,419.87,,0.0,0.0
13443,104.0,6.0,1269.3700000000001,,0.0,0.0
13446,86.0,11.0,3881.89,,0.0,0.0
13447,,0.0,0.0,22.0,3.0,1129.14
13448,20.0,9.0,5681.07,16.0,3.0,2705.15
13450,30.0,7.0,2076.32,26.0,6.0,2043.7199999999998
13451,37.0,6.0,4190.66,25.0,5.0,2898.2599999999998
13452,128.0,1.0,139.8,258.0,2.0,590.0
13453,58.0,1.0,424.71,165.0,2.0,356.97999999999996
13455,22.0,5.0,1847.59,24.0,1.0,365.4
13456,,0.0,0.0,17.0,6.0,1766.72
13458,15.0,3.0,3498.56,6.0,13.0,8460.71
13461,63.0,3.0,2715.0,38.0,3.0,1445.0
13462,66.0,4.0,1002.35,252.0,1.0,151.5
13464,50.0,5.0,2422.96,57.0,1.0,674.68
13466,64.0,4.0,705.45,183.0,1.0,307.9
13468,14.0,39.0,7999.31,1.0,33.0,4793.97
13471,,0.0,0.0,0.0,4.0,2501.84
13473,230.0,6.0,2235.12,60.0,2.0,422.64
13474,99.0,2.0,419.75,235.0,1.0,226.84
13475,,0.0,0.0,190.0,4.0,1431.78
13476,62.0,3.0,823.0,178.0,2.0,1238.47
13477,111.0,5.0,1364.59,37.0,6.0,1454.58
13478,125.0,5.0,2215.78,,0.0,0.0
13479,108.0,2.0,550.42,200.0,2.0,300.95
13481,30.0,6.0,2026.28,45.0,5.0,1804.56
13484,39.0,2.0,476.92,240.0,1.0,313.8
13485,32.0,10.0,2560.98,232.0,1.0,454.24
13486,,0.0,0.0,77.0,3.0,1122.41
13487,9.0,3.0,464.62,57.0,2.0,382.25
13488,23.0,11.0,6619.57,16.0,12.0,7586.39
13489,,0.0,0.0,104.0,4.0,449.52
13491,15.0,19.0,3448.2400000000002,51.0,8.0,1019.42
13492,,0.0,0.0,135.0,3.0,1269.84
13495,15.0,7.0,3683.87,7.0,3.0,1179.44
13497,24.0,5.0,972.28,282.0,1.0,194.55
13499,,0.0,0.0,17.0,5.0,1159.11
13500,57.0,1.0,299.53,22.0,3.0,1166.77
13501,142.0,2.0,1544.79,287.0,1.0,1340.32
13502,71.0,2.0,488.5,16.0,3.0,292.0
13503,135.0,4.0,1561.19,70.0,1.0,216.85
13505,,0.0,0.0,72.0,4.0,3633.63
13506,25.0,4.0,1180.68,315.0,1.0,157.4
13507,,0.0,0.0,2.0,4.0,2479.16
13509,163.0,1.0,135.0,8.0,6.0,964.72
13510,31.0,7.0,2766.73,0.0,4.0,1791.56
13512,43.0,3.0,462.18,260.0,1.0,251.21
13513,97.0,2.0,619.49,126.0,1.0,205.1
13514,84.0,3.0,663.7,73.0,1.0,152.20000000000002
13515,105.0,2.0,374.7,72.0,4.0,891.12
13516,73.0,1.0,295.85,20.0,3.0,1389.41
13517,,0.0,0.0,59.0,3.0,2128.42
13520,27.0,6.0,2685.05,58.0,5.0,2760.95
13521,,0.0,0.0,0.0,3.0,1070.47
13523,22.0,2.0,1136.64,32.0,4.0,3397.93
13524,,0.0,0.0,40.0,5.0,680.1800000000001
13527,74.0,5.0,2298.93,33.0,7.0,2242.36
13531,22.0,5.0,1254.72,204.0,1.0,178.35
13533,,0.0,0.0,182.0,3.0,269.09
13534,14.0,12.0,2134.02,1.0,23.0,5586.88
13536,,0.0,0.0,0.0,7.0,3444.39
13538,52.0,5.0,1822.28,42.0,7.0,1280.85
13539,76.0,4.0,938.02,85.0,3.0,631.34
13540,123.0,3.0,632.39,,0.0,0.0
13542,32.0,17.0,3959.4900000000002,,0.0,0.0
13544,67.0,4.0,514.14,39.0,2.0,276.06
13546,38.0,2.0,465.15,11.0,3.0,621.09
13548,127.0,1.0,223.28,95.0,2.0,678.16
13549,43.0,1.0,87.6,25.0,7.0,918.2
13552,84.0,10.0,3208.85,65.0,12.0,3740.07
13554,36.0,7.0,1629.35,,0.0,0.0
13555,34.0,9.0,4792.96,73.0,4.0,4098.88
13557,71.0,11.0,2448.2,27.0,2.0,584.06
13558,,0.0,0.0,5.0,4.0,594.52
13561,53.0,10.0,1661.54,215.0,1.0,141.85999999999999
13562,57.0,5.0,3038.85,81.0,3.0,1799.33
13564,10.0,36.0,15880.22,,0.0,0.0
13565,67.0,1.0,174.57999999999998,18.0,2.0,240.22
13566,90.0,3.0,827.91,40.0,2.0,856.84
13567,84.0,4.0,1079.29,,0.0,0.0
13569,23.0,3.0,497.74,16.0,1.0,227.3
13571,38.0,14.0,2448.32,12.0,12.0,2088.94
13573,35.0,4.0,612.82,49.0,2.0,290.25
13575,,0.0,0.0,22.0,5.0,732.0699999999999
13576,29.0,11.0,4834.400000000001,9.0,17.0,6368.1900000000005
13577,38.0,7.0,1796.68,24.0,4.0,1687.6000000000001
13579,25.0,4.0,1072.0,14.0,1.0,302.34
13584,154.0,2.0,243.3,306.0,1.0,142.4
13585,186.0,3.0,684.54,,0.0,0.0
13587,105.0,3.0,961.1,63.0,1.0,712.4
13588,,0.0,0.0,15.0,9.0,2478.95
13589,105.0,4.0,741.09,14.0,2.0,379.65
13590,31.0,12.0,4354.12,10.0,6.0,1981.92
13591,91.0,4.0,976.8100000000001,64.0,3.0,1117.13
13592,,0.0,0.0,35.0,4.0,247.95999999999998
13593,43.0,9.0,3481.41,107.0,5.0,2011.88
13595,172.0,3.0,784.48,,0.0,0.0
13598,151.0,4.0,601.92,46.0,1.0,160.04
13599,22.0,14.0,5013.96,0.0,19.0,4797.08
13601,48.0,2.0,466.67,44.0,2.0,693.32
13602,37.0,3.0,596.28,64.0,1.0,428.89
13606,,0.0,0.0,28.0,3.0,276.75
13610,43.0,7.0,1020.13,11.0,7.0,1082.33
13611,15.0,8.0,2446.6800000000003,88.0,2.0,851.25
13613,108.0,5.0,1039.8500000000001,,0.0,0.0
13614,49.0,2.0,747.28,23.0,4.0,1585.46
13615,55.0,7.0,5854.84,318.0,1.0,417.69
13617,64.0,5.0,734.57,39.0,3.0,544.18
13623,36.0,5.0,1805.32,30.0,5.0,727.74
13627,13.0,3.0,918.62,58.0,4.0,1327.28
13629,69.0,8.0,5578.5,22.0,11.0,7792.36
13630,,0.0,0.0,4.0,7.0,2031.78
13631,,0.0,0.0,99.0,11.0,3070.42
13632,50.0,3.0,1526.88,24.0,5.0,2118.93
13634,32.0,10.0,3440.7200000000003,32.0,5.0,1547.3600000000001
13635,98.0,3.0,1928.1299999999999,67.0,1.0,1071.03
13636,,0.0,0.0,36.0,5.0,949.12
13637,,0.0,0.0,51.0,3.0,803.05
13641,296.0,4.0,942.37,,0.0,0.0
13642,88.0,3.0,159.92,215.0,1.0,312.28
13643,38.0,7.0,1637.33,30.0,3.0,519.44
13644,,0.0,0.0,15.0,4.0,2624.26
13647,150.0,4.0,1393.56,9.0,4.0,1648.1200000000001
13648,56.0,8.0,1759.07,,0.0,0.0
13649,22.0,5.0,1304.88,256.0,1.0,148.8
13650,30.0,4.0,1451.66,16.0,6.0,1836.34
13652,24.0,3.0,1475.77,45.0,2.0,786.28
13654,36.0,5.0,3600.67,42.0,6.0,2707.33
13655,30.0,4.0,1347.54,113.0,2.0,932.97
13656,155.0,2.0,699.2,164.0,2.0,379.65
13658,39.0,4.0,3386.33,9.0,5.0,2639.17
13659,72.0,10.0,3321.68,205.0,2.0,1563.0
13662,41.0,8.0,1352.35,85.0,3.0,881.26
13663,36.0,4.0,1858.04,178.0,1.0,189.47
13665,42.0,3.0,1711.6599999999999,,0.0,0.0
13666,76.0,2.0,42.4,59.0,3.0,84.65
13668,18.0,15.0,6816.31,2.0,20.0,6132.17
13669,63.0,1.0,195.0,50.0,2.0,218.55
13672,386.0,1.0,233.53000000000003,300.0,2.0,186.39000000000001
13679,149.0,3.0,281.26,,0.0,0.0
13680,127.0,8.0,7700.55,0.0,4.0,3719.12
13681,,0.0,0.0,17.0,4.0,827.83
13684,46.0,3.0,529.75,285.0,1.0,65.13
13685,,0.0,0.0,2.0,7.0,3119.44
13686,36.0,2.0,337.04,182.0,1.0,72.0
13692,64.0,2.0,1626.08,24.0,3.0,1488.32
13693,30.0,9.0,2011.82,,0.0,0.0
13694,14.0,95.0,133498.11,3.0,48.0,62142.58
13695,233.0,1.0,266.6,30.0,15.0,2504.13
13696,77.0,3.0,2020.4,,0.0,0.0
13700,73.0,3.0,348.34,25.0,10.0,2248.63
13704,,0.0,0.0,4.0,9.0,2308.06
13705,29.0,5.0,1323.47,7.0,2.0,393.72
13707,85.0,3.0,2559.45,266.0,2.0,806.41
13709,102.0,5.0,1263.7,3.0,13.0,6307.650000000001
13710,79.0,2.0,329.04,31.0,1.0,180.48
13711,62.0,7.0,1540.2,218.0,2.0,252.06
13713,64.0,3.0,740.76,,0.0,0.0
13715,18.0,15.0,7570.33,280.0,2.0,582.71
13717,113.0,2.0,318.29,31.0,6.0,1445.01
13719,49.0,6.0,1740.42,14.0,5.0,1041.68
13720,,0.0,0.0,116.0,4.0,799.9
13722,76.0,7.0,3260.0,131.0,3.0,2375.41
13723,48.0,5.0,994.23,216.0,1.0,199.85000000000002
13725,,0.0,0.0,49.0,8.0,1980.56
13727,267.0,6.0,740.6700000000001,28.0,2.0,333.48
13728,43.0,10.0,1839.03,36.0,6.0,1016.14
13729,91.0,3.0,724.73,,0.0,0.0
13734,164.0,4.0,6695.6900000000005,,0.0,0.0
13735,32.0,9.0,6879.2300000000005,24.0,4.0,2883.54
13736,81.0,5.0,2022.67,4.0,2.0,729.8
13740,71.0,4.0,1232.02,240.0,1.0,350.75
13741,,0.0,0.0,71.0,3.0,668.4300000000001
13742,,0.0,0.0,16.0,12.0,3107.87
13743,,0.0,0.0,2.0,7.0,1341.6
13748,29.0,5.0,1320.1,95.0,4.0,744.25
13750,36.0,6.0,1954.92,53.0,5.0,1647.26
13752,183.0,1.0,404.45000000000005,123.0,6.0,1175.38
13753,254.0,3.0,1353.31,287.0,1.0,741.26
13754,93.0,1.0,164.45000000000002,151.0,2.0,282.59999999999997
13755,,0.0,0.0,3.0,9.0,2108.06
13756,14.0,12.0,4470.83,1.0,11.0,4185.12
13758,22.0,9.0,6123.59,11.0,5.0,2471.7
13760,60.0,3.0,1076.85,53.0,2.0,286.79
13761,158.0,4.0,881.52,49.0,2.0,1070.65
13762,249.0,4.0,2165.76,218.0,1.0,306.72
13763,73.0,2.0,3502.48,62.0,1.0,1714.96
13764,225.0,3.0,1392.25,70.0,3.0,1516.42
13767,14.0,42.0,19122.57,1.0,31.0,14781.0
13769,23.0,11.0,3003.9100000000003,1.0,9.0,2474.21
13770,78.0,4.0,785.37,,0.0,0.0
13771,189.0,5.0,3094.37,63.0,4.0,2634.45
13772,56.0,5.0,1977.39,33.0,3.0,1122.63
13777,7.0,38.0,30622.88,0.0,23.0,19015.38
13778,147.0,3.0,945.79,102.0,1.0,178.7
13780,63.0,1.0,372.06,6.0,2.0,360.01
13781,248.0,2.0,650.99,250.0,1.0,127.84
13782,109.0,7.0,877.22,12.0,6.0,908.86
13783,143.0,4.0,1542.09,,0.0,0.0
13784,90.0,3.0,447.44,9.0,11.0,2462.79
13785,84.0,4.0,542.49,,0.0,0.0
13786,23.0,6.0,3127.99,,0.0,0.0
13787,20.0,5.0,1019.86,75.0,1.0,202.64000000000001
13792,78.0,1.0,188.4,65.0,2.0,195.55
13795,44.0,4.0,836.3,,0.0,0.0
13797,92.0,3.0,1179.45,,0.0,0.0
13798,20.0,55.0,42445.68,0.0,55.0,32983.19
13799,100.0,7.0,2114.71,116.0,2.0,688.86
13800,86.0,2.0,1121.24,309.0,1.0,558.32
13802,30.0,16.0,21659.69,138.0,3.0,4599.42
13803,87.0,2.0,1061.84,254.0,1.0,277.07
13804,91.0,2.0,572.73,30.0,7.0,2588.39
13807,23.0,3.0,422.2,,0.0,0.0
13808,,0.0,0.0,5.0,5.0,1747.66
13809,50.0,2.0,524.65,304.0,1.0,155.05
13812,,0.0,0.0,41.0,3.0,485.0
13813,183.0,4.0,1218.61,39.0,4.0,1168.8600000000001
13814,183.0,1.0,678.2,91.0,2.0,1579.12
13815,62.0,4.0,3070.38,21.0,4.0,3667.36
13819,325.0,3.0,1502.0,301.0,3.0,1140.35
13820,74.0,3.0,652.75,,0.0,0.0
13821,49.0,4.0,993.44,144.0,2.0,385.64
13823,36.0,5.0,2445.79,18.0,2.0,957.66
13824,35.0,7.0,1615.82,32.0,5.0,1698.94
13827,,0.0,0.0,57.0,3.0,409.8
13831,25.0,13.0,4795.09,15.0,5.0,1790.4499999999998
13835,175.0,3.0,260.7,24.0,4.0,834.57
13838,25.0,7.0,1245.91,5.0,3.0,444.16
13842,22.0,10.0,2244.29,58.0,8.0,3075.05
13846,16.0,2.0,854.13,24.0,2.0,453.66
13848,22.0,6.0,2080.0,91.0,2.0,935.0
13849,53.0,3.0,1931.35,51.0,2.0,1537.95
13851,35.0,5.0,1955.0,95.0,3.0,2651.46
13854,13.0,16.0,4444.48,8.0,23.0,7500.08
13855,156.0,4.0,1310.3400000000001,,0.0,0.0
13856,119.0,8.0,753.53,168.0,3.0,388.5
13857,49.0,6.0,1000.91,,0.0,0.0
13860,,0.0,0.0,0.0,5.0,1245.9
13862,45.0,1.0,346.73,17.0,8.0,2209.36
13863,121.0,3.0,933.77,247.0,1.0,305.78
13865,,0.0,0.0,57.0,4.0,501.56
13867,,0.0,0.0,30.0,3.0,1005.09
13869,13.0,7.0,5236.84,122.0,3.0,2760.03
13870,43.0,7.0,2941.14,1.0,8.0,2770.94
13871,84.0,4.0,1482.6,22.0,13.0,6403.25
13872,183.0,3.0,919.57,,0.0,0.0
13873,39.0,5.0,649.32,119.0,3.0,389.6
13874,14.0,7.0,2049.15,,0.0,0.0
13875,43.0,9.0,3027.58,53.0,5.0,1786.79
13877,126.0,2.0,332.44,85.0,1.0,117.24
13878,203.0,3.0,1145.33,54.0,1.0,1271.57
13880,23.0,5.0,1171.89,20.0,12.0,3121.97
13881,31.0,23.0,28019.58,3.0,20.0,17159.52
13882,,0.0,0.0,2.0,5.0,1191.13
13883,59.0,9.0,3860.89,10.0,5.0,2674.48
13884,32.0,5.0,1037.43,6.0,5.0,787.6
13888,60.0,5.0,1405.92,119.0,2.0,595.67
13889,38.0,5.0,1574.3300000000002,92.0,1.0,416.90000000000003
13890,14.0,5.0,1233.92,0.0,9.0,1693.46
13891,34.0,3.0,859.21,,0.0,0.0
13892,133.0,2.0,634.68,26.0,4.0,632.97
13894,,0.0,0.0,23.0,3.0,564.62
13895,171.0,2.0,1415.45,27.0,4.0,2593.07
13897,94.0,2.0,849.56,49.0,1.0,311.16
13900,45.0,3.0,869.64,182.0,3.0,740.95
13901,30.0,10.0,2809.14,71.0,5.0,2867.2
13902,288.0,5.0,34023.26,,0.0,0.0
13908,,0.0,0.0,79.0,4.0,2319.55
13911,35.0,11.0,1654.08,56.0,9.0,2580.91
13916,119.0,4.0,1275.81,,0.0,0.0
13919,80.0,2.0,903.87,58.0,2.0,348.81
13920,87.0,4.0,1774.68,,0.0,0.0
13921,58.0,4.0,730.7,,0.0,0.0
13922,7.0,3.0,865.2,,0.0,0.0
13924,,0.0,0.0,1.0,6.0,1838.8500000000001
13925,,0.0,0.0,92.0,4.0,678.25
13928,,0.0,0.0,10.0,4.0,464.57
13929,72.0,9.0,2651.45,168.0,2.0,842.65
13931,48.0,9.0,4019.85,95.0,2.0,1237.53
13935,252.0,3.0,6116.92,,0.0,0.0
13936,38.0,2.0,563.08,179.0,1.0,376.58
13939,87.0,4.0,992.41,22.0,3.0,568.55
13940,,0.0,0.0,16.0,4.0,839.14
13941,28.0,11.0,6009.34,21.0,4.0,4017.84
13946,32.0,3.0,1314.66,78.0,3.0,561.5699999999999
13948,16.0,4.0,548.76,,0.0,0.0
13949,,0.0,0.0,2.0,6.0,2427.32
13950,,0.0,0.0,10.0,4.0,745.06
13951,,0.0,0.0,175.0,3.0,674.45
13952,36.0,12.0,9572.45,217.0,2.0,3251.07
13953,8.0,6.0,3625.0,6.0,6.0,3015.68
13955,31.0,1.0,221.10999999999999,153.0,2.0,322.96
13956,,0.0,0.0,4.0,5.0,1019.27
13957,73.0,3.0,458.25,,0.0,0.0
13958,35.0,8.0,4709.2300000000005,,0.0,0.0
13959,18.0,4.0,685.47,78.0,2.0,379.3
13962,91.0,1.0,193.25,21.0,2.0,169.55
13963,23.0,14.0,2347.33,307.0,3.0,513.24
13965,132.0,3.0,996.61,,0.0,0.0
13969,21.0,18.0,4266.88,6.0,17.0,8706.58
13971,79.0,6.0,1909.31,18.0,8.0,2758.26
13975,49.0,6.0,2795.16,30.0,6.0,2461.2400000000002
13976,162.0,3.0,834.38,206.0,1.0,357.98
13979,49.0,6.0,2503.76,72.0,1.0,869.87
13980,95.0,4.0,568.68,59.0,1.0,200.14
13982,21.0,6.0,2511.08,38.0,3.0,1443.21
13983,22.0,10.0,4479.82,29.0,11.0,2274.07
13984,22.0,8.0,1128.09,26.0,4.0,765.71
13985,30.0,7.0,2960.73,3.0,15.0,7060.13
13988,39.0,2.0,609.84,19.0,6.0,4147.96
13989,120.0,3.0,759.98,65.0,2.0,1266.08
13991,,0.0,0.0,11.0,6.0,851.88
13992,36.0,2.0,142.7,29.0,1.0,76.8
13993,35.0,10.0,3309.35,42.0,9.0,3466.36
13994,,0.0,0.0,3.0,6.0,2274.14
13995,35.0,9.0,2508.32,14.0,5.0,1393.69
13997,175.0,3.0,376.46,,0.0,0.0
13998,102.0,3.0,566.7,,0.0,0.0
13999,17.0,18.0,5902.55,9.0,11.0,3599.71
14000,70.0,4.0,1410.68,210.0,1.0,635.66
14001,29.0,7.0,2487.01,45.0,2.0,1741.8400000000001
14004,49.0,4.0,1675.81,42.0,7.0,4582.64
14005,,0.0,0.0,9.0,5.0,2874.72
14006,184.0,4.0,1234.48,115.0,3.0,962.19
14009,118.0,1.0,404.3,197.0,2.0,695.61
14013,36.0,2.0,611.5500000000001,109.0,3.0,473.02
14014,32.0,2.0,1443.03,76.0,1.0,505.18
14016,13.0,8.0,7715.94,161.0,3.0,3587.47
14019,,0.0,0.0,46.0,3.0,1421.61
14020,132.0,2.0,606.21,16.0,2.0,642.8
14021,30.0,4.0,1084.68,154.0,3.0,631.9
14024,46.0,1.0,318.04,121.0,2.0,327.7
14025,120.0,8.0,4057.9,,0.0,0.0
14028,206.0,3.0,10396.5,,0.0,0.0
14030,22.0,14.0,5839.46,17.0,6.0,1682.34
14031,13.0,28.0,24301.600000000002,6.0,16.0,14717.91
14032,11.0,7.0,2190.24,1.0,9.0,2356.17
14034,,0.0,0.0,21.0,3.0,648.89
14035,62.0,4.0,1366.73,28.0,5.0,1428.02
14037,20.0,5.0,801.55,175.0,1.0,35.400000000000006
14038,53.0,2.0,1509.5,77.0,3.0,1560.38
14040,42.0,23.0,8963.49,40.0,12.0,3560.32
14044,74.0,6.0,2427.53,26.0,4.0,646.42
14045,29.0,13.0,9653.279999999999,108.0,3.0,1333.35
14047,28.0,10.0,2946.42,8.0,4.0,1021.69
14048,38.0,2.0,338.76,304.0,1.0,409.93
14049,43.0,9.0,7444.68,16.0,4.0,5578.72
14051,10.0,17.0,7988.75,0.0,20.0,13782.23
14053,53.0,2.0,312.05,123.0,2.0,260.25
14055,233.0,2.0,795.3199999999999,105.0,1.0,725.6400000000001
14056,,0.0,0.0,0.0,23.0,8152.71
14057,16.0,7.0,3060.92,23.0,15.0,5285.74
14060,15.0,14.0,3631.86,4.0,16.0,5266.38
14061,163.0,3.0,917.4300000000001,,0.0,0.0
14062,10.0,15.0,16564.920000000002,9.0,9.0,9020.73
14063,342.0,7.0,9471.5,,0.0,0.0
14064,86.0,10.0,1925.9,28.0,5.0,1334.34
14065,45.0,3.0,891.02,,0.0,0.0
14068,259.0,3.0,1250.8700000000001,319.0,1.0,265.85
14071,,0.0,0.0,3.0,8.0,1422.75
14075,59.0,2.0,782.61,4.0,3.0,942.26
14077,51.0,1.0,115.66,40.0,5.0,499.41999999999996
14078,29.0,4.0,638.69,101.0,5.0,913.13
14080,69.0,4.0,1070.08,32.0,1.0,45.599999999999994
14081,25.0,9.0,4369.47,301.0,1.0,498.1
14083,10.0,5.0,523.65,3.0,6.0,558.54
14085,7.0,17.0,6449.87,1.0,15.0,3255.8
14087,60.0,2.0,638.0,2.0,1.0,191.47
14088,62.0,3.0,13544.99,9.0,13.0,50491.81
14092,8.0,12.0,3754.27,7.0,12.0,3475.18
14096,,0.0,0.0,3.0,17.0,53258.43
14099,10.0,10.0,3030.26,15.0,10.0,2720.65
14101,44.0,7.0,3985.14,73.0,6.0,5976.79
14102,,0.0,0.0,4.0,5.0,1105.8799999999999
14104,45.0,3.0,524.3199999999999,154.0,2.0,216.20999999999998
14105,64.0,4.0,4722.6,238.0,1.0,1266.23
14107,20.0,5.0,2537.31,51.0,6.0,2339.9900000000002
14108,387.0,2.0,447.05,30.0,2.0,597.91
14110,91.0,21.0,7304.8,3.0,12.0,5683.15
14111,,0.0,0.0,13.0,4.0,692.85
14112,107.0,6.0,2919.44,22.0,7.0,2915.15
14113,10.0,13.0,5685.6900000000005,3.0,3.0,1406.92
14114,51.0,5.0,977.5600000000001,273.0,2.0,386.53
14116,,0.0,0.0,19.0,5.0,1382.74
14121,,0.0,0.0,3.0,4.0,2780.15
14122,62.0,3.0,362.42,,0.0,0.0
14125,,0.0,0.0,10.0,3.0,2720.63
14126,100.0,1.0,466.33000000000004,7.0,3.0,706.1300000000001
14127,36.0,3.0,1190.3700000000001,122.0,3.0,709.71
14128,207.0,1.0,286.71,60.0,2.0,637.5
14129,55.0,4.0,1467.48,1.0,5.0,1123.8600000000001
14130,31.0,3.0,1377.86,318.0,1.0,480.91
14132,,0.0,0.0,1.0,11.0,3586.0299999999997
14133,389.0,1.0,305.5,129.0,3.0,605.64
14134,38.0,15.0,11123.35,,0.0,0.0
14135,9.0,13.0,5096.41,1.0,11.0,3743.26
14136,56.0,5.0,1570.81,,0.0,0.0
14139,146.0,3.0,670.98,45.0,1.0,415.82
14141,,0.0,0.0,2.0,4.0,915.13
14145,115.0,3.0,3857.85,46.0,4.0,3742.2
14146,13.0,8.0,6500.73,8.0,4.0,2949.57
14147,44.0,7.0,2106.8,77.0,2.0,483.4
14152,43.0,5.0,1376.05,74.0,2.0,621.29
14154,37.0,6.0,5115.08,238.0,2.0,1345.62
14156,27.0,91.0,186832.0,9.0,53.0,116237.88
14157,45.0,3.0,553.8000000000001,19.0,2.0,424.89000000000004
14159,18.0,10.0,3411.52,19.0,10.0,4438.06
14160,266.0,7.0,8421.47,,0.0,0.0
14161,25.0,5.0,2182.46,215.0,2.0,814.47
14163,118.0,1.0,148.71,86.0,4.0,2445.91
14167,120.0,4.0,711.7,38.0,4.0,562.59
14170,31.0,3.0,570.18,,0.0,0.0
14172,261.0,3.0,369.02,,0.0,0.0
14173,297.0,2.0,135.16,10.0,4.0,450.84
14175,74.0,5.0,4456.58,59.0,3.0,3222.3
14176,23.0,2.0,339.11,296.0,3.0,417.35
14177,37.0,9.0,1660.23,85.0,4.0,549.46
14178,,0.0,0.0,8.0,7.0,1580.26
14180,14.0,12.0,2265.23,10.0,21.0,3852.27
14182,99.0,4.0,678.77,,0.0,0.0
14186,83.0,5.0,1550.63,,0.0,0.0
14188,,0.0,0.0,30.0,6.0,2054.36
14189,24.0,2.0,1160.31,1.0,14.0,4342.84
14191,50.0,2.0,132.9,1.0,13.0,4684.76
14193,52.0,1.0,356.8,67.0,2.0,853.39
14194,48.0,15.0,7321.07,4.0,21.0,11349.52
14195,95.0,4.0,1603.6,201.0,2.0,1012.0
14198,56.0,5.0,868.33,17.0,4.0,701.4
14199,79.0,3.0,906.3,217.0,1.0,185.39999999999998
14201,15.0,4.0,513.34,59.0,6.0,680.2
